;ORIGEM;HERE;QUANTIDADE;PINV;CONF;CONFINV
0;A depender do julgamento de outra causa, de outro juízo ou declaração incidente;Apensado;1.0;0.9914492681408984;0.0016493771431051695;0.8523736048668212
1;A depender do julgamento de outra causa, de outro juízo ou declaração incidente;Encaminhado edital/relação para publicação;1.0;0.9914492681408984;0.13879725682538305;1.45352532294451e-06
2;A depender do julgamento de outra causa, de outro juízo ou declaração incidente;Reativação;1.0;0.9914492681408984;0.0018121446243326534;0.8390430960302075
3;Abandono da causa;Certidão emitida;5.0;0.9579712656721617;0.023085562024091927;0.10692035330304515
4;Abandono da causa;Definitivo;2.0;0.9829716512971229;0.005868206293260088;0.5664912267773653
5;Abandono da causa;Encaminhado edital/relação para publicação;3.0;0.9745665242817829;0.0033663304061610708;0.7218016128582123
6;Abandono da causa;Entrega em carga/vista;14.0;0.8867209131400839;0.0007082497187144007;0.9337104450731972
7;Abandono da causa;Expedição de Mandado;14.0;0.8867209131400839;0.00532473834396401;0.5971047544494031
8;Abandono da causa;Expedição de documento;2.0;0.9829716512971229;0.0029858248692077195;0.7488955779346663
9;Abandono da causa;Informação;96.0;0.4384980499056878;0.002229752050220493;0.80578728034353
10;Abandono da causa;Informações;2.0;0.9829716512971229;0.00033788059975365905;0.9678082381822672
11;Abandono da causa;Juntada;4.0;0.9662332672537927;0.0006484708433733687;0.939131516386105
12;Abandono da causa;Juntada de documento;2.0;0.9829716512971229;0.007877556229179733;0.4663192409199507
13;Abandono da causa;Mero expediente;1.0;0.9914492681408984;0.005295108814447151;0.5988205517299395
14;Abandono da causa;Recebidos os Autos pela Unidade Judiciária;1.0;0.9914492681408984;0.0007111087084046239;0.9334519619793598
15;Abandono da causa;Recebimento;4.0;0.9662332672537927;0.0024483348074457447;0.7889095026073244
16;Abandono da causa;Remessa;12.0;0.9020818779157801;0.001493432250911173;0.8653439675664134
17;Abandono da causa;Remessa dos autos;3.0;0.9745665242817829;0.0017645164551750702;0.8429220763678955
18;Abandono da causa;Remessa dos autos pela distribuição;1.0;0.9914492681408984;0.00027264365318583716;0.9739419447769202
19;Abandono da causa;Trânsito em julgado;1.0;0.9914492681408984;0.005740331481661011;0.5735501348604085
20;Abertura de leilão ou praça;Despacho/decisão enviado para disponibilização no diário da justiça eletrônico;1.0;0.9914492681408984;0.010981379400147576;0.3452564438242006
21;Abertura de leilão ou praça;Expedição de documento;1.0;0.9914492681408984;0.24575719432267026;4.6117833796939743e-11
22;Acolhimento de Embargos de Declaração;Certidão emitida;2.0;0.9829716512971229;0.2960565195471224;3.5347973836069584e-13
23;Acolhimento de Embargos de Declaração;Encaminhado edital/relação para publicação;3.0;0.9745665242817829;0.042730219994858216;0.015952889733868873
24;Acolhimento de Embargos de Declaração;Expedição de Certidão de Intimação Pessoal para a Procuradoria;1.0;0.9914492681408984;0.014590643958238038;0.24341214438618558
25;Acolhimento de Embargos de Declaração;Expedição de Mandado;2.0;0.9829716512971229;0.06792829549893659;0.001390115902939446
26;Acolhimento de Embargos de Declaração;Expedição de Ofício;3.0;0.9745665242817829;0.007909664882623778;0.4648714766880665
27;Acolhimento de Embargos de Declaração;Informação;2.0;0.9829716512971229;0.028443408668244817;0.06363828033628872
28;Acolhimento em parte de Embargos de Declaração;Documento;1.0;0.9914492681408984;0.6122372209441961;1.7796724041148746e-26
29;Acolhimento em parte de Embargos de Declaração;Expedição de Ofício;1.0;0.9914492681408984;0.034159468726941276;0.03658563830818093
30;Acolhimento em parte de Embargos de Declaração;Informação;1.0;0.9914492681408984;0.12312455691074554;6.631164470352657e-06
31;Acordo em execução ou em cumprimento de sentença;Provisório;1.0;0.9914492681408984;0.021919354138634488;0.11970412388762566
32;Acórdão Disponibilizado no Diário de Justiça Eletrônico;Julgamento em Diligência;1.0;0.9914492681408984;0.0029515169929250403;0.7513879003553321
33;Aguardando realização de expediente;Citação por mandado;1.0;0.9914492681408984;4.3404661660662356e-05;0.9958053919181297
34;Aguardando realização de expediente;Intimação por mandado;1.0;0.9914492681408984;4.3404661660662356e-05;0.9958053919181297
35;Aguardando realização de expediente;Juntada de documento;1.0;0.9914492681408984;0.26171274794912974;9.835701832819044e-12
36;Aguardando realização de expediente;Remessa a justiça federal;1.0;0.9914492681408984;4.3404661660662356e-05;0.9958053919181297
37;Aguardando realização de expediente;Remessa a procuradoria do estado;1.0;0.9914492681408984;4.3404661660662356e-05;0.9958053919181297
38;Antecipação de tutela;Certidão emitida;3.0;0.9745665242817829;0.7696688224315291;4.256314517448022e-33
39;Antecipação de tutela;Petição;1.0;0.9914492681408984;0.2805330092451929;1.5894872915532874e-12
40;Anulação de sentença/acórdão;Conclusão;1.0;0.9914492681408984;0.8730847693042233;1.903418339381241e-37
41;Apensado;Apensado;22.0;0.8278486092556574;8.477017814263587e-05;0.9918242212938059
42;Apensado;Autos Entregues em Carga ao Advogado;1.0;0.9914492681408984;0.00018556221126068403;0.982190135129314
43;Apensado;Aviso de Recebimento Digital (Cumprido);1.0;0.9914492681408984;0.0011084210578444313;0.8982178652554069
44;Apensado;Certidão emitida;14.0;0.8867209131400839;0.025866556591667877;0.08167637730262213
45;Apensado;Concluso para Decisão Interlocutória;1.0;0.9914492681408984;0.00044162058441318206;0.9581338565784833
46;Apensado;Concluso para Despacho;7.0;0.9416585969129597;0.006648778508341997;0.5252470765325348
47;Apensado;Concluso para Sentença;7.0;0.9416585969129597;0.0033654634641988737;0.7218622157797825
48;Apensado;Decurso de Prazo;1.0;0.9914492681408984;0.005014549300849945;0.6153136574134712
49;Apensado;Definitivo;1.0;0.9914492681408984;0.006572164910914117;0.5291586282064459
50;Apensado;Desapensado;5.0;0.9579712656721617;4.544380683935119e-05;0.9956087630871934
51;Apensado;Desistência;41.0;0.7032186133743819;0.003534712514030047;0.7101269290746867
52;Apensado;Documento;1.0;0.9914492681408984;0.012369454653926476;0.301829511054697
53;Apensado;Encerrar análise;6.0;0.9497799102506749;0.0011550300905001762;0.8941726703086076
54;Apensado;Entrega em carga/vista;1.0;0.9914492681408984;0.0007923535551476618;0.9261363971361487
55;Apensado;Expedição de Ato Ordinatório;2.0;0.9829716512971229;0.003937298033594043;0.682973601270023
56;Apensado;Expedição de Certidão de Arquivamento;1.0;0.9914492681408984;0.0012342654460149422;0.8873376049243163
